category,layer,head_idx,mean_effect,median_effect,se,n,p_value,fdr_significant
A,4,3,0.0006087606819951808,2.1325402737063347e-05,0.0005755046144825744,40,0.8575823361643415,False
A,4,4,0.00035668989899857175,0.0006435315811047017,0.0005413809380420434,40,0.5013747400735156,False
A,4,5,0.0002839625929212181,4.314057919238545e-05,0.0004374805026553654,40,0.45981367328386114,False
A,4,6,0.00015523805992127235,-0.002678833605977253,0.0026822804877455085,40,0.6850159026034817,False
A,4,7,-0.0010451105844228998,-0.0005320418005048597,0.00082815652259845,40,0.5185272742000961,False
A,4,8,0.001576172701031894,0.001651413700692753,0.000771806663833162,40,0.06414752090131515,False
A,4,9,0.005363286119949675,0.005074590716520673,0.0009769717602835905,40,5.371159204514697e-06,True
A,4,10,8.808882407639276e-05,-0.00029594445998980853,0.0005990941965459362,40,0.9946976143110078,False
A,4,11,-0.0018971251596730083,-0.0005922637301260538,0.0013481696780929656,40,0.22650754260575923,False
A,4,12,0.002917477903665698,0.001767019555717746,0.002418484725731402,40,0.3138070678778604,False
A,4,13,0.0009249493415397281,0.0010619935130649753,0.0020504891378760517,40,0.6558992899281293,False
A,4,14,-0.0014261250072005553,-0.0010817512848979114,0.000799827501094603,40,0.07033917775879672,False
A,4,15,0.0026439015385926793,0.0020065106518254144,0.0016048219356864573,40,0.03439493566293095,False
A,5,0,0.0004243721415125671,-0.001916445725450988,0.0014653470572870274,40,0.4125340336249792,False
A,5,1,0.001017536076403756,0.001404278220583542,0.00047609360152802327,40,0.029894433579102042,False
A,5,2,0.002003587113031306,-0.0004963468850924896,0.0036481719709055356,40,0.8160389817658142,False
A,5,3,0.001210670422458912,0.0008136783772729843,0.0010872849774602622,40,0.443733318028535,False
A,5,4,0.0009272136325177798,0.001652784461624926,0.0005015401333950475,40,0.03207873742940137,False
A,5,5,-0.004495287771586303,-0.0022254956432188754,0.0025745328264187325,40,0.058402880749781616,False
A,5,6,-0.000994677663900573,-0.0002813060684270822,0.0006424145542815084,40,0.18311741828802042,False
A,5,7,0.0007462239478995007,0.0009512379041928976,0.0005146410010943743,40,0.19219595044887683,False
A,5,8,-0.00034741272001402834,0.0016849219298553542,0.0011178540343318643,40,0.8471556244439853,False
A,5,9,-0.002554560324584344,-0.006166371725589059,0.003400637684803725,40,0.12810258085846726,False
A,5,10,0.002678945869630285,0.002142327465060915,0.0011684704512742456,40,0.033219984823517734,False
A,5,11,0.0004741383899409677,-0.00027112572965795015,0.0005182796749600713,40,0.6272851643807371,False
A,5,12,-0.002371028039555626,-0.002306279122320883,0.0008389399279805715,40,0.011536851214259514,True
A,5,13,-0.0002336269622659181,-6.768959766390174e-05,0.00039028045875889313,40,0.617864971896779,False
A,5,14,0.0011080816424758725,-0.0008751098660853098,0.0010151507659978158,40,0.6850159026034817,False
A,5,15,-0.006195469482703469,-0.005364616489749375,0.0013104675822809746,40,1.040497409121599e-05,True
A,6,0,0.0012047664518848517,0.0013693368996231159,0.0010093505597730417,40,0.25349167909553216,False
A,6,1,-4.876786101816388e-05,-0.0003131277995372046,0.0008219203290694843,40,0.6752568088832049,False
A,6,2,0.0007131962113424955,0.000423988784276853,0.0009232037754037715,40,0.34032321635640983,False
A,6,3,-0.002442846675909498,-0.0005086398126781939,0.0018831504485394073,40,0.25349167909553216,False
A,6,4,-0.0007114244308539118,0.00019274722416605156,0.0009922896517732544,40,0.7446043581785489,False
A,6,5,0.0016780083502107661,0.0009074908904488512,0.0007822445306768286,40,0.06616061626664305,False
A,6,6,-6.307972962683175e-05,0.00010319699661625527,0.00014328495549014003,40,0.8890015714441688,False
A,6,7,0.001384040437054346,0.0006809068558430993,0.000663888641017973,40,0.058402880749781616,False
A,6,8,-0.0008004547012828836,-0.0009794497388953347,0.0005623696582640473,40,0.07472652908654709,False
A,6,9,-0.00010527342751445491,-0.001730843871057643,0.0009089159576728076,40,0.8160389817658142,False
A,6,10,0.0018906729290137456,0.0012992008037560673,0.0015570449521791405,40,0.27069234351074556,False
A,6,11,0.004422740673668657,0.0016548590620995857,0.0029091863050768963,40,0.22650754260575923,False
A,6,12,0.00688571457224495,0.008748005096628871,0.002411227060837598,40,0.0013674832061951747,True
A,6,13,-0.0020385481840272815,-0.002358539309191665,0.0010931351584506641,40,0.05658342447895848,False
A,6,14,0.0006011636609311347,0.000682591092714334,0.0003792208770469862,40,0.1000314528009767,False
A,6,15,0.002286278806118366,0.00023994900561956432,0.0016891850564124083,40,0.3974238318751304,False
A,7,0,0.015635160454137854,0.009007941093309001,0.005627922978469709,40,0.01355766506276268,True
A,7,1,-0.0022199069632789703,-0.0021471888594213452,0.0004738973588865743,40,7.708757948421407e-05,True
A,7,2,0.0037353955060238446,0.003588354736537931,0.0011364639563781695,40,0.0015980837451934349,True
A,7,3,-0.00247583845296456,-0.001798208458665886,0.0008776646738054831,40,0.009781997654499719,True
A,7,4,0.0008730032055717131,0.0007101629261650267,0.001312628603745672,40,0.5185272742000961,False
A,7,5,0.0004939937475777528,-0.0012202464163540167,0.001362618663480731,40,0.7446043581785489,False
A,7,6,0.00032014288723591217,0.00019628876210611633,0.00023257961162853602,40,0.2948169606661395,False
A,7,7,-0.008028012270317596,-0.002966514131321845,0.005024694037816609,40,0.14990237551683094,False
A,7,8,-0.0022103776329483135,-0.0012543264952067376,0.0006513179262026285,40,0.0004794529413629789,True
A,7,9,0.02169961713529912,0.011746995335384808,0.0040770414994941015,40,2.0374991436256096e-06,True
A,7,10,-0.0020645352021088793,-0.0002523320672134684,0.0011914727177005824,40,0.19219595044887683,False
A,7,11,-0.004914565376613044,-0.0029164452532160247,0.0015733465464031358,40,0.0033575435081729665,True
A,7,12,-0.00038685680862275446,0.00037719098618423335,0.0011325657170650637,40,0.8057269839482615,False
A,7,13,0.00027512548807113964,5.185349438333308e-05,0.0007129213696491804,40,0.9946976143110078,False
A,7,14,5.128264213561696e-07,0.0001057103552706996,9.667804159520743e-05,40,0.3974238318751304,False
A,7,15,-0.0005894980320813653,2.1606211857762517e-06,0.0007020567144105263,40,0.599208943085614,False
A,8,0,-0.0026764744846415234,-0.0009297637612450156,0.0019362788242519942,40,0.18761708125202858,False
A,8,1,0.005816320207313172,0.0052757196433218245,0.0013842821855847812,40,0.00021920151448284741,True
A,8,2,0.0065525040455219315,0.006002437750640129,0.001332489779983522,40,1.805902866180986e-05,True
A,8,3,0.000655647772220599,-4.089178325076185e-05,0.0013370175490338746,40,0.7446043581785489,False
A,8,4,-0.0015843459503064497,-0.0014879485233678974,0.001160834413340176,40,0.07250633211879176,False
A,8,5,-0.003973022346187787,-0.002374150558758393,0.001492485420160435,40,0.022363033434885438,False
A,8,6,0.00014759483829586867,0.00018774488990221935,0.00010787188273633109,40,0.2213606056466233,False
A,8,7,0.00012080072675949027,-6.489890921301284e-05,0.0004918639246342347,40,0.8367550107286661,False
A,8,8,-0.00015452565651379434,0.0005964965076816331,0.0008092795491528149,40,0.9840937587196095,False
A,8,9,-0.0001701074786745899,-0.00022262075107085273,0.0002803562862115607,40,0.5808067661073437,False
A,8,10,0.0006451758432985436,0.00018262802757266366,0.00027726104727402156,40,0.07932943338346377,False
A,8,11,0.00360675984731426,0.004957016791574216,0.0010936132065253216,40,0.0006754665791959269,True
A,8,12,0.0042478099984387205,0.0018066814687476337,0.0013899658037604486,40,0.02884993747647968,False
A,8,13,0.00045222114814196836,0.0013363963136491766,0.0012185218373874567,40,1.0,False
A,8,14,-0.003124791172876251,-0.0042662303637894805,0.002072968095865527,40,0.2948169606661395,False
A,8,15,0.004892457229103713,0.005964412269952753,0.0016280962697154816,40,0.007917965558590367,True
A,9,0,0.00017121912895302717,0.0001321532631999198,5.2036372877708454e-05,40,0.004244452147759148,True
A,9,1,-0.0017452821185152227,-0.0007973203730613804,0.0019328527390644356,40,0.4679718594561564,False
A,9,2,-0.08140348272046578,-0.07918774945438814,0.005530647981897018,40,1.8189894035458565e-12,True
A,9,3,-0.0009177308409353661,-0.0013266895190855031,0.001013974536871105,40,0.25349167909553216,False
A,9,4,0.0004728742368847783,0.0006453478049726724,0.00041636701562998966,40,0.25349167909553216,False
A,9,5,0.013659626222017088,0.007402805177787899,0.0029248389403887715,40,9.446514923183713e-05,True
A,9,6,0.00016193732901912975,0.00020496671109835387,9.919352754225758e-05,40,0.06414752090131515,False
A,9,7,0.0013264447313832012,0.0012918019982072072,0.0016653410630916889,40,0.42797189528209856,False
A,9,8,-0.045431218705409795,-0.038022999870749995,0.0043527559927371605,40,1.8189894035458565e-12,True
A,9,9,-0.007762816985101895,-0.005857173557884612,0.0021358817445236425,40,0.002392230499026482,True
A,9,10,4.8519548705692334e-05,0.0006057513375750306,0.0011323847152997916,40,0.8160389817658142,False
A,9,11,0.0005401175372632495,0.00037542781979250814,0.0007782218684269419,40,0.3974238318751304,False
A,9,12,0.0034719109384935944,0.003207762503034672,0.0012903067956860736,40,0.014677642795504653,True
A,9,13,-0.000536301935688617,-0.0001007133849729914,0.0006546489303635893,40,0.3899927400161687,False
A,9,14,-0.025186844752866346,-0.018106824400932087,0.003717016469156149,40,9.74978320300579e-10,True
A,9,15,0.009705490615686018,0.010593163768838818,0.00256938044288258,40,0.00019334589705977123,True
A,10,0,9.771072917365933e-05,9.102762038348789e-05,2.8118095445576018e-05,40,0.0013674832061951747,True
A,10,1,-0.03041971945051767,-0.02729014088174664,0.005607847725364644,40,1.8586324586067349e-06,True
A,10,2,-0.0010035494133666095,0.0006007637668732277,0.0019535271428786456,40,0.8057269839482615,False
A,10,3,-1.10357352747996e-05,1.9349027133663243e-06,2.2048454416186625e-05,40,0.8160389817658142,False
A,10,4,5.9149146982456594e-05,5.193506410887319e-06,7.13019446158128e-05,40,0.5808067661073437,False
A,10,5,-0.03143943947209069,-0.030210946221412245,0.0025857401932661704,40,1.8189894035458565e-12,True
A,10,6,-0.007526044988887204,-0.005823892602798344,0.0009818900168988706,40,2.4920154828578234e-10,True
A,10,7,-0.0009252328989031481,-0.0010991822669902404,0.0003968866843985006,40,0.01302583178403438,True
