category,layer,head_idx,mean_effect,median_effect,se,n,p_value,fdr_significant
B,0,0,0.0012530908319097844,0.001538894395779027,0.0008472178677646363,24,0.21821892261505127,False
B,0,1,-1.3071465258025403e-05,-1.3483571477942536e-05,1.3796742661542469e-05,24,0.3902466297149658,False
B,0,2,-0.00015406744580324203,0.0005440451415593037,0.0005337498118528076,24,0.45587432384490967,False
B,0,3,-0.0013097659399074323,-0.00010156847361576428,0.001439444525968902,24,0.6431422233581543,False
B,0,4,-5.565685153183104e-05,-5.57292181049104e-05,0.0008307523615505349,24,1.0,False
B,0,5,9.918339851966325e-05,-0.0006877904390710809,0.0022178493212766126,24,0.7898378372192383,False
B,0,6,-0.0009142422491741934,-0.0014350943464965585,0.0010358081285058703,24,0.10738253593444824,False
B,0,7,0.005154194349626916,0.0022512788329203627,0.002525335758683219,24,0.06464934349060059,False
B,0,8,-0.00020257121862605196,-0.0006655704252043853,0.0004958278168636464,24,0.2405325174331665,False
B,0,9,0.0006882964006113915,0.001104087311126821,0.0008330635409492937,24,0.35962629318237305,False
B,0,10,0.00019972143185399845,-8.431280172815588e-05,0.0005227764533478069,24,0.6431422233581543,False
B,0,11,-0.0008228109095115929,-0.0005676150633643316,0.0006173131364708882,24,0.1779801845550537,False
B,0,12,-7.68654280144344e-05,-0.0006937724832709408,0.0007818129338088542,24,0.9888126850128174,False
B,0,13,-4.120262244372495e-05,0.00012872613774926996,0.0003587502223367826,24,0.9218088388442993,False
B,0,14,-0.0027237512589799603,-0.0006656776751233976,0.001265833593941368,24,0.1355280876159668,False
B,0,15,0.0005439680056098748,0.0006397270388453273,0.0006956905774781482,24,0.10738253593444824,False
B,1,0,-0.00022552110782665636,-0.0004149480321934987,0.00021557529296386508,24,0.28966712951660156,False
B,1,1,0.000268913135124991,-5.4430769289365695e-05,0.00020271153295710226,24,0.3902466297149658,False
B,1,2,-6.0534636509465286e-05,7.131123344461955e-05,0.001415824439784863,24,0.8553357124328613,False
B,1,3,-0.0002944242780093919,0.00032643544189779367,0.0007558142400241316,24,0.8333734273910522,False
B,1,4,0.0036173482195802583,-0.00033806754262523815,0.008665210449676145,24,0.9664472341537476,False
B,1,5,-0.001444438579997023,-0.001014084840425894,0.0005844772564592378,24,0.03148162364959717,False
B,1,6,-0.0012204225934577771,-0.0007458077566263977,0.0013791798210131875,24,0.344876766204834,False
B,1,7,0.0005871962507238848,0.0007425384390309627,0.000734422920050756,24,0.704756498336792,False
B,1,8,0.0018729451869590932,0.001565424035234657,0.0012643582766804628,24,0.128027081489563,False
B,1,9,4.727328887894732e-05,-0.00025893472697409583,0.00024123943295157105,24,0.9888126850128174,False
B,1,10,0.0006589438959357921,0.0013874009026163094,0.00245399394260902,24,0.8553357124328613,False
B,1,11,-0.00033170693995471706,-0.0004219845794965468,0.0002175445216397418,24,0.15150094032287598,False
B,1,12,5.4962193436597937e-05,0.0004700037851900769,0.00041617372857184103,24,0.8774070739746094,False
B,1,13,-0.0008958992595623749,-0.00031712978684062844,0.0006229387512661039,24,0.22918963432312012,False
B,1,14,0.0012706139451303517,0.0015151159154786335,0.0007648460282402855,24,0.15150094032287598,False
B,1,15,0.0018598730830582024,0.0008637264639185467,0.0007759997507569442,24,0.07379257678985596,False
B,2,0,-0.0030874378155734974,-0.0003346540381476747,0.0017402075324914835,24,0.15998530387878418,False
B,2,1,-0.0001538296376316256,-0.00031136252934073865,0.00020586151888109955,24,0.4223414659500122,False
B,2,2,6.87067245900123e-05,-6.0616741840923574e-05,0.00029347514890899995,24,0.7257407903671265,False
B,2,3,-0.0008266123545364034,-0.00012093400236769938,0.0004878426560222719,24,0.45587432384490967,False
B,2,4,-0.0014014337591110716,-0.0015997497066650617,0.00043174779347393403,24,0.005897641181945801,True
B,2,5,-0.0001149568963886348,-6.607123023520112e-06,0.00018867386484546763,24,0.6230943202972412,False
B,2,6,-0.0002490234971177341,-0.0005443681043682143,0.0002755375970562331,24,0.19737839698791504,False
B,2,7,-3.344507552392935e-05,-1.446343796315523e-05,0.000416115753012614,24,0.7898378372192383,False
B,2,8,-0.000655058114446254,-0.0007587256012685107,0.000928128281022941,24,0.5456695556640625,False
B,2,9,-0.00014151243622947062,-9.708395886578917e-05,0.0005376449179813738,24,0.944107174873352,False
